timestamp,Page Views,year,month,day,hour,day_of_week,is_weekend,is_business_hours,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,weekday,Page Views_lag1,Page Views_lag24,Page Views_lag168,Page Views_rolling_mean_24h,Page Views_rolling_mean_7d,Page Views_rolling_std_24h,Page Views_rolling_max_24h,Page Views_rolling_min_24h,Page Views_trend_24h,Page Views_volatility
2023-01-08 00:00:00,618,2023,1,8,0,6,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,410.0,286.0,682.0,721.8333333333334,937.5535714285714,255.84806406157975,1123.0,344.0,0.8561533133225583,0.35444201901858197
2023-01-08 01:00:00,629,2023,1,8,1,6,1,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,618.0,344.0,638.0,733.7083333333334,937.5,243.88298676185735,1123.0,348.0,0.857288886364927,0.33239773310719384
2023-01-08 02:00:00,553,2023,1,8,2,6,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,629.0,348.0,590.0,742.25,937.2797619047619,233.14004934522913,1123.0,400.0,0.7450319973054901,0.3140990897207533
2023-01-08 03:00:00,694,2023,1,8,3,6,1,0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,553.0,400.0,538.0,754.5,938.2083333333334,221.8244507634854,1123.0,410.0,0.9198144466534128,0.29400192281442733
2023-01-08 04:00:00,630,2023,1,8,4,6,1,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,694.0,413.0,686.0,763.5416666666666,937.875,211.48090245090566,1123.0,410.0,0.8251023192360164,0.2769736239466159
2023-01-08 05:00:00,612,2023,1,8,5,6,1,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,630.0,461.0,716.0,769.8333333333334,937.2559523809524,204.20996583156204,1123.0,410.0,0.7949772678068846,0.2652651645354778
2023-01-08 06:00:00,764,2023,1,8,6,6,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,612.0,602.0,807.0,776.5833333333334,937.0,201.0744868832506,1123.0,410.0,0.9837965446936366,0.2589219704473663
2023-01-08 07:00:00,955,2023,1,8,7,6,1,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,764.0,623.0,936.0,790.4166666666666,937.1130952380952,201.46893528298142,1123.0,410.0,1.2082235108065367,0.25488953330477354
2023-01-08 08:00:00,1101,2023,1,8,8,6,1,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,955.0,815.0,1070.0,802.3333333333334,937.297619047619,211.20907973455834,1123.0,410.0,1.372247611134192,0.26324355596330495
2023-01-08 09:00:00,1314,2023,1,8,9,6,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1101.0,807.0,1209.0,823.4583333333334,937.922619047619,235.63825982372597,1314.0,410.0,1.595709153468603,0.2861568707063413
2023-01-08 10:00:00,1385,2023,1,8,10,6,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1314.0,876.0,1407.0,844.6666666666666,937.7916666666666,262.0037614510389,1385.0,410.0,1.6397000789265983,0.31018598435403183
2023-01-08 11:00:00,1409,2023,1,8,11,6,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1385.0,938.0,1590.0,864.2916666666666,936.7142857142857,285.85302991247977,1409.0,410.0,1.6302367063587717,0.3307367650725312
2023-01-08 12:00:00,1533,2023,1,8,12,6,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1409.0,1075.0,1612.0,883.375,936.2440476190476,314.39435392927913,1533.0,410.0,1.735389840101882,0.3559013487242441
2023-01-08 13:00:00,1692,2023,1,8,13,6,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1533.0,1123.0,1691.0,907.0833333333334,936.25,352.4061289338553,1692.0,410.0,1.8653192466697288,0.3885046896836255
2023-01-08 14:00:00,1658,2023,1,8,14,6,1,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1692.0,1048.0,1573.0,932.5,936.7559523809524,383.6260634025525,1692.0,410.0,1.7780160857908847,0.411395242254748
2023-01-08 15:00:00,1682,2023,1,8,15,6,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1658.0,1015.0,1544.0,960.2916666666666,937.577380952381,412.9055560154233,1692.0,410.0,1.751551178027509,0.4299793181051833
2023-01-08 16:00:00,1651,2023,1,8,16,6,1,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1682.0,1059.0,1527.0,984.9583333333334,938.3154761904761,436.09058484265154,1692.0,410.0,1.6762130377765556,0.44275028707744135
2023-01-08 17:00:00,1442,2023,1,8,17,6,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1651.0,972.0,1531.0,1004.5416666666666,937.7857142857143,445.92551329319247,1692.0,410.0,1.4354805259446681,0.4439094246562122
2023-01-08 18:00:00,1415,2023,1,8,18,6,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1442.0,886.0,1285.0,1026.5833333333333,938.5595238095239,452.8318544512931,1692.0,410.0,1.3783586330059259,0.441105792143479
2023-01-08 19:00:00,1182,2023,1,8,19,6,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1415.0,726.0,1136.0,1045.5833333333333,938.8333333333334,449.22367012113403,1692.0,410.0,1.1304694349246833,0.42963927962489906
2023-01-08 20:00:00,1036,2023,1,8,20,6,1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1182.0,623.0,1042.0,1062.7916666666667,938.797619047619,440.1507626263752,1692.0,410.0,0.9747912337789626,0.414145854198181
2023-01-08 21:00:00,907,2023,1,8,21,6,1,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,1036.0,593.0,920.0,1075.875,938.7202380952381,430.13196281464894,1692.0,410.0,0.8430347391657953,0.399797339667386
2023-01-08 22:00:00,795,2023,1,8,22,6,1,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,907.0,549.0,783.0,1086.125,938.7916666666666,419.8386141799271,1692.0,410.0,0.7319599493612614,0.3865472336792976
2023-01-08 23:00:00,651,2023,1,8,23,6,1,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,Sun,795.0,410.0,704.0,1096.1666666666667,938.4761904761905,405.6048266013593,1692.0,553.0,0.5938877907860727,0.37002112811436155
2023-01-09 00:00:00,581,2023,1,9,0,0,0,0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,651.0,618.0,568.0,1094.625,938.5535714285714,407.5668856817832,1692.0,553.0,0.530775379696243,0.372334713424034
2023-01-09 01:00:00,466,2023,1,9,1,0,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,581.0,629.0,505.0,1087.8333333333333,938.3214285714286,416.9143032229573,1692.0,466.0,0.4283744446146775,0.3832520023498918
2023-01-09 02:00:00,404,2023,1,9,2,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,466.0,553.0,578.0,1081.625,937.2857142857143,426.23016975420165,1692.0,404.0,0.37351207673639203,0.39406464324900187
2023-01-09 03:00:00,614,2023,1,9,3,0,0,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,404.0,694.0,532.0,1078.2916666666667,937.7738095238095,429.69215260985703,1692.0,404.0,0.5694192202171644,0.39849343725169317
2023-01-09 04:00:00,424,2023,1,9,4,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,614.0,630.0,527.0,1069.7083333333333,937.1607142857143,440.9464602387702,1692.0,404.0,0.3963697269504928,0.41221185859581994
2023-01-09 05:00:00,669,2023,1,9,5,0,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,424.0,612.0,630.0,1072.0833333333333,937.3928571428571,438.52082560894814,1692.0,404.0,0.6240186552662262,0.4090361373732902
2023-01-09 06:00:00,735,2023,1,9,6,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,669.0,764.0,810.0,1070.875,936.9464285714286,439.4456302621767,1692.0,404.0,0.6863546165518851,0.4103612749033983
2023-01-09 07:00:00,923,2023,1,9,7,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,735.0,955.0,902.0,1069.5416666666667,937.0714285714286,439.86084550207124,1692.0,404.0,0.8629864817484124,0.4112610655674046
2023-01-09 08:00:00,1038,2023,1,9,8,0,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,923.0,1101.0,875.0,1066.9166666666667,938.0416666666666,439.85293161382396,1692.0,404.0,0.972896977270952,0.4122654986617111
2023-01-09 09:00:00,1114,2023,1,9,9,0,0,1,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,1038.0,1314.0,1081.0,1058.5833333333333,938.2380952380952,436.8525685705265,1692.0,404.0,1.0523498386207983,0.4126765978781641
2023-01-09 10:00:00,1291,2023,1,9,10,0,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,1114.0,1385.0,1218.0,1054.6666666666667,938.672619047619,434.21219683935396,1692.0,404.0,1.2240834386852084,0.4117056227933191
2023-01-09 11:00:00,1335,2023,1,9,11,0,0,1,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,1291.0,1409.0,1324.0,1051.5833333333333,938.7380952380952,431.8429582379572,1692.0,404.0,1.2695142245819797,0.41065975900273294
2023-01-09 12:00:00,1423,2023,1,9,12,0,0,1,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,1335.0,1533.0,1383.0,1047.0,938.9761904761905,427.0686738381931,1692.0,404.0,1.3591212989493793,0.407897491727023
2023-01-09 13:00:00,1511,2023,1,9,13,0,0,1,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,Mon,1423.0,1692.0,1520.0,1039.4583333333333,938.922619047619,416.65447880725446,1682.0,404.0,1.4536417204473484,0.4008380763768833
